name,address,phone,website,latitude,longitude,url_status
Suarez Bakery,4245 Park Rd Charlotte NC 28209,(704) 525-0145,https://www.suarezbakery.com,35.17590676,-80.85095962,Accessible
La Farm Bakery,4248 NW Cary Pkwy Cary NC 27513,(919) 657-0657,https://www.lafarmbakery.com,35.79034651,-78.82700638,Accessible
Insomnia Cookies,425 Tate St Greensboro NC 27403,(336) 652-3307,https://www.insomniacookies.com,36.06775693,-79.80549739,Accessible
Kiss Me Cakes Bakery-Dessert,4251 Legion Rd # 125 Hope Mills NC 28348,(910) 425-6862,https://www.kiss-me-cakes.com,34.98248747,-78.93239372,Accessible
Cake Affect,4305 Old Monroe Rd # K Indian Trail NC 28079,(704) 839-0002,https://www.cakeaffect.com,35.06807494,-80.67864144,Accessible
Amlie's French Bakery & Cafe,4321 Park Rd Charlotte NC 28209,(704) 405-0570,https://www.ameliesfrenchbakery.com,35.1761056,-80.85096894,Accessible
Mrs Field's,4325 Glenwood Ave # 2041 Raleigh NC 27612,(919) 783-5702,https://www.mrsfields.com,35.83889719,-78.67546591,Accessible
Edible Art,4351 the Circle At N # 115 Raleigh NC 27609,(919) 856-0604,https://www.edibleartnc.com,35.83844421,-78.64332819,Accessible
Kats Kreations,443 Holman Rd Todd NC 28684,(352) 262-5465,https://www.katscakekreations.com,36.34032108,-81.54694756,Accessible
Burney's Sweets & More,4500 Falls of Neuse Rd # 100 Raleigh NC 27609,(919) 298-2800,https://www.burneyssweetsandmore.com,35.84261597,-78.61276604,Accessible
Favor Desserts,4520 S Alston Ave Durham NC 27713,(919) 908-9264,https://www.favordesserts.com,35.90278236,-78.88899741,Accessible
Pink Baking Co,4545 Fountain Dr Wilmington NC 28403,(910) 343-4727,https://www.pinkbc.com,34.22307983,-77.8852459,Accessible
Mrs Hanes' Moravian Cookies,4643 Friedberg Church Rd Clemmons NC 27012,(336) 764-1402,https://www.hanescookies.com,35.97652607,-80.3223799,Accessible
Stay Sweet Bakery & Ice Cream,469 Buck Swamp Rd Goldsboro NC 27530,(919) 000-1111,https://www.staysweetbakery.com,35.44435268,-78.00882462,Accessible
Sweet Coast Cakes,4700 Virginia Dare Trl N Kitty Hawk NC 27949,(252) 573-8137,https://www.sweetcoastcakes.com,36.08753527,-75.70362452,Accessible
Smallcakes Cupcakery,4711 Hope Valley Rd # 4D Durham NC 27707,(919) 937-2922,https://www.smallcakescupcakery.com,35.92223719,-78.95717246,Accessible
Orange Blossom Bakery & Cafe,47206 Highway 12 Buxton NC 27920,(252) 995-4109,https://www.orangeblossombakery.com,35.26545431,-75.52918189,Accessible
Bent Willow Baking Co,473 E Palmer St Franklin NC 28734,(828) 634-4104,https://www.bentwillowbaking.com,35.18238644,-83.3775822,Accessible
Nothing Bundt Cakes,473 Olde Waterford Way # 11511 Belville NC 28451,(910) 756-5023,https://www.nothingbundtcakes.com,34.21759163,-78.02034299,Accessible
Sam's Club Bakery,4798 Summit Square Blvd Winston Salem NC 27105,(336) 377-2686,https://www.samsclub.com,36.18733234,-80.27390032,Accessible
Daylight Donuts,482 River Hwy # A1 Mooresville NC 28117,(704) 663-0482,https://www.daylightdonuts.com,35.59482576,-80.86636457,Accessible
La Recette Patisserie,4823 Meadow Dr # 115 Durham NC 27713,(984) 888-0542,https://www.larecettepatisserie.com,35.8985628,-78.89493617,Accessible
Smallcakes Cupcakery,4847 Shopton Rd # E Charlotte NC 28278,(980) 237-1897,https://www.smallcakescupcakery.com,35.17271848,-80.96396309,Accessible
Crumbl Cookies,5 Westgate Pkwy # 130 Asheville NC 28806,(828) 365-6543,https://www.crumbl.com,35.5934636,-82.57530591,Accessible
Edible Artistry,500 Ashe St High Point NC 27262,(336) 906-4116,https://www.edibleartistry.com,35.95235353,-80.0270727,Accessible
Captain Cookie,500 E Davie St Raleigh NC 27601,(919) 909-6965,https://www.captaincookienc.com,35.7751649,-78.6321609,Accessible
Farm To Cake Bakery,500 Hazelwood Ave Waynesville NC 28786,(828) 476-9311,https://www.farmtocakebakery.com,35.47815235,-83.00402997,Accessible
Nettie's Bakery,500 Hazelwood Ave Waynesville NC 28786,(828) 000-1111,https://www.nettiesbakerync.com,35.47815235,-83.00402997,Accessible
Piedmont International Bakery,501 Yanceyville St Greensboro NC 27405,(336) 327-7768,https://www.piedmontinternationalbakery.com,36.07831791,-79.7783095,Accessible
Bread & Cafe,503 W Rosemary St Chapel Hill NC 27516,(919) 960-5998,https://www.chapelhillbakery.com,35.91110721,-79.06410311,Accessible
Artist's Way Creations Bakery,508 Main St Danbury NC 27016,(336) 593-2900,https://www.artistswaycreations.com,36.4091822,-80.20589576,Accessible
Gwendy's Goodies,514 Second St Ayden NC 28513,(252) 414-8716,https://www.gwendysgoodies.com,35.47191723,-77.41424191,Accessible
Duck Donuts,5155 Ramsey St Fayetteville NC 28311,(910) 482-0096,https://www.duckdonuts.com,35.13046166,-78.87839443,Accessible
Nothing Bundt Cakes,518 Greenville Blvd SE # K Greenville NC 27858,(252) 408-4070,https://www.nothingbundtcakes.com,35.58251216,-77.37438169,Accessible
Winkler Bakery,521 S Main St Winston Salem NC 27101,(336) 721-7302,https://www.oldsalem.org,36.08867935,-80.24220636,Accessible
Duck Donuts,5230 Virginia Dare Trl N # B Kitty Hawk NC 27949,(252) 261-3312,https://www.duckdonuts.com,36.09843756,-75.71018755,Accessible
Afters Dessert Bar,530 Foster St # 1 Durham NC 27701,(919) 260-5456,https://www.durhamfoodhall.com,36.00074585,-78.90140882,Accessible
Duck Donuts,5320 Mcfarland Rd # 140 Durham NC 27707,(919) 973-1305,https://www.duckdonuts.com,35.95092517,-78.99222895,Accessible
Crumbl Cookies,5385 Virginia Dare Trl N # 4 Southern Shores NC 27949,(252) 573-3366,https://www.crumblcookies.com,36.0990159,-75.71050936,Accessible
Daylight Asheville Inc,54 Echo Lake Dr Fairview NC 28730,(828) 778-0279,https://www.daylightasheville.com,35.5474641,-82.33453141,Accessible
Cinnabon,5404 New Fashion Way Charlotte NC 28278,(704) 503-9992,https://www.cinnabon.com,35.16757072,-80.97195046,Accessible
Golden Grains Bakery,547 Griffith Rd Charlotte NC 28217,(704) 525-6789,https://www.goldengrainsbaking.com,35.15959283,-80.88558564,Accessible
Red's Scratch Made,548 N Main St Mooresville NC 28115,(980) 444-2665,https://www.redsscratchmade.com,35.58651541,-80.80449489,Accessible
Cakes By Jane,55 Monticello Rd Weaverville NC 28787,(828) 285-9292,https://www.cakesbyjane.com,35.71044917,-82.56762553,Accessible
Donut World,5561 W Market St Greensboro NC 27409,(336) 315-0202,https://www.mydonutworld.com,36.07638291,-79.89250753,Accessible
Sweet Cakes Inc,5704 Clarks Fork Dr Raleigh NC 27616,(919) 877-7456,https://www.sweetcakesnc.com,35.89084757,-78.54713973,Accessible
Nothing Bundt Cakes,5824 Samet Dr # 190 High Point NC 27265,(336) 753-5976,https://www.nothingbundtcakes.com,36.02811421,-79.9623464,Accessible
Smallcakes Cupcakery,591 River Hwy # H Mooresville NC 28117,(980) 435-0077,https://www.smallcakescupcakery.com,35.59533161,-80.87132728,Accessible
Coastal K9 Bakery,5941 Carolina Beach Rd # D Wilmington NC 28412,(910) 794-4014,https://www.coastalk9bakery.com,34.12420514,-77.89978568,Accessible
Well-Bred Bakery & Cafe,6 Boston Way Asheville NC 28803,(828) 774-5307,https://www.wellbredbakery.com,35.56634404,-82.54173864,Accessible
City Bakery,60 Biltmore Ave # 250 Asheville NC 28801,(828) 252-4426,https://www.citybakery.net,35.59280846,-82.551003,Accessible
Cafe Carolina & Bakery,601 Meadowmont Village Cir Chapel Hill NC 27517,(919) 945-8811,https://www.cafecarolina.com,35.90578316,-79.01001497,Accessible
Nothing Bundt Cakes,601 S Kings Dr # P Charlotte NC 28204,(704) 909-4577,https://www.nothingbundtcakes.com,35.20994735,-80.83602297,Accessible
Duck Donuts,603 Currituck Clbhs Dr # D Corolla NC 27927,(252) 453-3210,https://www.duckdonuts.com,36.30081212,-75.80807873,Accessible
Franklin Baking Co,607 N Carolina St Goldsboro NC 27530,(919) 735-0344,https://www.flowersfoods.com,35.39056438,-78.00089433,Accessible
Boulted Bread,614 W South St Raleigh NC 27603,(919) 999-3984,https://www.boultedbread.com,35.77248214,-78.6483341,Accessible
Sweetheart Treats,6150 Rogers Rd Rolesville NC 27571,(919) 263-9492,https://www.sweethearttreatsnc.com,35.92330003,-78.46784286,Accessible
Sottoriva America Inc,620 Griffith Rd # C Charlotte NC 28217,(704) 714-5880,https://www.sottoriva.com,35.15956806,-80.88455083,Accessible
Maples,621 Micaville Loop # 100 Burnsville NC 28714,(828) 675-1876,https://www.maplesthesweetspot.com,35.90770945,-82.21632426,Accessible
Patisserie Cafe,627 N Main St Mooresville NC 28115,(704) 799-3355,https://www.patisseriecafe.com,35.58652907,-80.80332115,Accessible
Confection Connection,637 Red Banks Rd Greenville NC 27858,(252) 565-8840,https://www.confectionconnectionnc.com,35.5814992,-77.36995292,Accessible
Great Harvest Bread,6420 Rea Rd # 6 Charlotte NC 28277,(704) 543-5550,https://www.greatharvest.com,35.07966779,-80.81658592,Accessible
Smallcakes Cupcakery,6425 W Wilkinson Blvd # I Belmont NC 28012,(704) 461-8220,https://www.smallcakescupcakery.com,35.25224389,-81.04627683,Accessible
Premier Cakes,6617 Falls of Neuse Rd # 105 Raleigh NC 27615,(919) 703-0095,https://www.premier-cakes.com,35.87332479,-78.62251954,Accessible
Phoenix Bakery,664 West St Pittsboro NC 27312,(919) 542-4452,https://www.thephoenixbakerync.com,35.72069525,-79.18658241,Accessible
Nothing Bundt Cakes,6643 Falls of Neuse Rd Raleigh NC 27615,(919) 838-7270,https://www.nothingbundtcakes.com,35.8739218,-78.62276318,Accessible
Flowers Baking Co,6687 Highway 64-264 Manns Harbor NC 27953,(252) 473-3424,https://www.flowersfoods.com,35.89045427,-75.76599749,Accessible
Nothing Bundt Cakes,678 Saint George Square Ct Winston Salem NC 27103,(336) 306-9146,https://www.nothingbundtcakes.com,36.07083954,-80.33356627,Accessible
Cheesecake Factory Bakery,6792 Corporation Pkwy Battleboro NC 27809,(252) 937-8871,https://www.thecheesecakefactorybakery.com,36.0560617,-77.82192697,Accessible
Northeast Foods Inc,68 Harvest Mill Ln Clayton NC 27520,(919) 585-5178,https://www.nefoods.com,35.61641242,-78.42593944,Accessible
Great American Cookies,6801 Northlake Mall Dr # 192 Charlotte NC 28216,(704) 921-9322,https://www.greatamericancookies.com,35.35379623,-80.85507794,Accessible
Burney's Sweets & More,6801 Parker Farm Dr # 100 Wilmington NC 28405,(910) 679-8033,https://www.burneyssweetsandmore.com,34.23578001,-77.83506648,Accessible
Cinnaholic,6841 Conservation Way Wilmington NC 28405,(910) 769-2930,https://www.cinnaholic.com,34.2436721,-77.83069478,Accessible
Cinnabon,6910 Fayetteville Rd # 252 Durham NC 27713,(919) 908-1128,https://www.cinnabon.com,35.90264167,-78.93927608,Accessible
Sweetcakestbc,7026 Beach Dr SW Ocean Isle Beach NC 28469,(910) 393-7700,https://www.sweetcakestbc.net,33.89855337,-78.47638653,Accessible
Sweet Cakes By Cynthia,7027 Emerald Dr Emerald Isle NC 28594,(252) 240-9962,https://www.sweetcakesbycynthia.com,34.66873227,-77.01396032,Accessible
Rosa Mae's Cafe,709 National Hwy Thomasville NC 27360,(336) 475-3414,https://www.rosamaescafe.com,35.89853053,-80.06761304,Accessible
Mr Sticky's,714 Greenville Blvd SE Greenville NC 27858,(252) 227-0917,https://www.mrstickys.net,35.5865722,-77.36980105,Accessible
Tiff's Treats,7314 Waverly Walk Ave # E3 Charlotte NC 28277,(704) 621-4400,https://www.cookiedelivery.com,35.05251589,-80.76751005,Accessible
Sweet Decadence Bakery,733 Helen St Fayetteville NC 28303,(910) 257-0974,https://www.sweettoothshop.net,35.0927503,-78.92767398,Accessible
Daylight Donuts,7550 Creedmoor Rd # 101 Raleigh NC 27613,(919) 676-7442,https://www.daylightdonuts.com,35.8890803,-78.67965604,Accessible
West End Bakery & Cafe,757 Haywood Rd Asheville NC 28806,(828) 252-9378,https://www.thewestendasheville.com,35.57821548,-82.59369014,Accessible
Daphne's Bakery,7609 Matthews Mint Hill Rd Mint Hill NC 28227,(704) 573-5100,https://www.daphnesbakery.com,35.17725774,-80.6516418,Accessible
Amlie's French Bakery & Cafe,7715 Pineville Matthews Rd Charlotte NC 28226,(704) 376-1782,https://www.ameliesfrenchbakery.com,35.08764115,-80.84962475,Accessible
Cupcrazed,776 Blowing Rock Rd Boone NC 28607,(704) 500-6586,https://www.cupcrazed.com,36.20801082,-81.67256604,Accessible
Crumbl Cookies,7918 Rea Rd # A Charlotte NC 28277,(704) 781-8111,https://www.crumblcookies.com,35.05947343,-80.81262798,Accessible
Local Loaf,800 E 35th St Charlotte NC 28205,(980) 474-1956,https://www.localloafcharlotte.com,35.24470416,-80.80327446,Accessible
Cookies N-Moore,801 SW Broad St Southern Pines NC 28387,(910) 603-6636,https://www.cookiesinmoorecounty.com,35.16732417,-79.40222716,Accessible
El Dorado,801 W Front St Burlington NC 27215,(336) 437-0430,https://www.eldoradocoffee.com,36.09794864,-79.44692607,Accessible
Swanky Sweets,807 W Corbett Ave # 3 Swansboro NC 28584,(910) 325-7981,https://www.swankysweetsbakeshop.com,34.69365556,-77.13123533,Accessible
Burney's Bakery-Ice Cream Shop,808 N Howe St Southport NC 28461,(910) 454-4222,https://www.burneyssweetsandmore.com,33.92689376,-78.02156873,Accessible
Misty's Bakery,809 Randolph St # 2 Thomasville NC 27360,(336) 475-4801,https://www.mistyscakesandhealthyfoods.com,35.8717347,-80.07517754,Accessible
Cinnabon,8111 Concord Mls Blvd # 105 Concord NC 28027,(704) 979-1900,https://www.cinnabon.com,35.37079546,-80.71721201,Accessible
Crumbl Cookies,8128 Renaissance Pkwy # 113 Durham NC 27713,(984) 666-1671,https://www.crumblcookies.com,35.90331348,-78.95089744,Accessible
Duck Donuts,8323 Creedmoor Rd Raleigh NC 27613,(919) 626-8719,https://www.duckdonuts.com,35.90027448,-78.68109087,Accessible
Apple Annie's Bake Shop,837 S Kerr Ave Wilmington NC 28403,(910) 799-9023,https://www.appleanniesbakeshop.com,34.22149887,-77.8862228,Accessible
Geraldine's Bakery,840 Merrimon Ave Asheville NC 28804,(828) 252-9330,https://www.geraldinesbakeryavl.com,35.62753178,-82.55298345,Accessible
Ketchie Creek Bakery & Cafe,844 Valley Rd Mocksville NC 27028,(336) 751-9147,https://www.ketchiecreekbakery.com,35.90403533,-80.57840481,Accessible
Gigi's Cupcakes,8521 Brier Creek Pkwy # 105 Raleigh NC 27617,(919) 251-8336,https://www.gigiscupcakesusa.com,35.90670821,-78.78578323,Accessible
Crumbl Cookies,8531 Brier Creek Pkwy # 115 Raleigh NC 27617,(984) 201-1194,https://www.crumblcookies.com,35.90663918,-78.78579734,Accessible
Cosmic Cookie,8535 Hankins Rd # F Charlotte NC 28269,(704) 910-6549,https://www.cosmiccookiebakery.com,35.33968375,-80.83303731,Accessible
City Bakery,88 Charlotte St Asheville NC 28801,(828) 254-4289,https://www.citybakery.net,35.60262417,-82.54683955,Accessible
Down For Doughnuts,880 E Iredell Ave Mooresville NC 28115,(980) 444-2660,https://www.downfordoughnuts.com,35.57920607,-80.79438908,Accessible
Great Harvest Bread,8801 Lead Mine Rd # 119 Raleigh NC 27615,(919) 845-8122,https://www.greatharvest.com,35.90484819,-78.65797814,Accessible
Nothing Bundt Cakes,8830 Lindholm Dr # 110 Huntersville NC 28078,(704) 894-8535,https://www.nothingbundtcakes.com,35.44412056,-80.87852021,Accessible
Nothing Bundt Cakes,8905 Christenbury Pkwy # 10 Concord NC 28027,(704) 594-9777,https://www.nothingbundtcakes.com,35.37597241,-80.73246042,Accessible
Crumbl Cookies,8915 Christenbury Pkwy # 20 Concord NC 28027,(980) 825-7022,https://www.crumblcookies.com,35.37611315,-80.73255389,Accessible
Havana Carolina Bakery,900 Cloverleaf Plz Kannapolis NC 28083,(980) 777-8903,https://www.havanacarolinacafe.net,35.4510112,-80.60768879,Accessible
Batch House,901 Berryhill Rd Charlotte NC 28208,(828) 000-1111,https://www.thebatchmaker.com,35.23986345,-80.87148112,Accessible
Villani's Bakery,901 Pecan Ave Charlotte NC 28205,(704) 334-0550,https://www.villanisbakery.com,35.21665789,-80.815113,Accessible
Great Harvest Bread,901 S Kings Dr # 140A Charlotte NC 28204,(704) 333-0431,https://www.greatharvest.com,35.2066758,-80.83598678,Accessible
Cake Town Bakery,903 N Smithfield Rd Knightdale NC 27545,(919) 373-8226,https://www.caketownnc.com,35.79632864,-78.48749477,Accessible
Dom Bakeries,908 W D St North Wilkesboro NC 28659,(517) 902-7906,https://www.dombakeries.com,36.16125928,-81.14773481,Accessible
Two Scoops Creamery Plaza Mdwd,913 Central Ave Charlotte NC 28204,(704) 900-5792,https://www.twoscoopscreamery.com,35.22164358,-80.82292055,Accessible
Brownie Bakery,913 John Small Ave Washington NC 27889,(252) 946-4011,https://www.browniebaker.com,35.5467257,-77.04175313,Accessible
Insomnia Cookies,9211 N Tryon St # 4 Charlotte NC 28262,(704) 313-1835,https://www.insomniacookies.com,35.31045371,-80.7455513,Accessible
Creekside Creations LLC,949 Creekside Dr Maggie Valley NC 28751,(828) 000-1111,https://www.creeksidecreationsbakery.com,35.52537491,-83.05946283,Accessible
Nothing Bundt Cakes,9704 Rea Rd # A Waxhaw NC 28173,(704) 845-2253,https://www.nothingbundtcakes.com,35.01558694,-80.80217049,Accessible
Sweet Boutique Bakery,9814 Zackery Ave Charlotte NC 28277,(704) 595-7154,https://www.sweetboutiquebakery.net,35.02996875,-80.83102777,Accessible
Duck Donuts,9931 Rose Commons Dr # C Huntersville NC 28078,(704) 727-5150,https://www.duckdonuts.com,35.40869436,-80.86250649,Accessible
Happy Cakes Cupcakery,9958 Chapel Hill Rd Morrisville NC 27560,(919) 694-5085,https://www.thehappycakescupcakery.com,35.81442786,-78.82100193,Accessible
Silver's Sweets,Glenlea Commons Dr Charlotte NC 28216,(704) 625-0089,https://www.silverssweets.com,35.30646355,-80.86244156,Accessible